Brand_ID,Brand_Name,Classification,Price,quality,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
W-1383,Finicky Cheese Vintners,White,14.99,5,6.48,0.4738,0.6175,10.088,0.0495,77.52,186.24,1.087384,3.4444,0.3822,8.787,0.043304359
W-1384,Hapless Vineyards,White,17.99,6,8.37,0.5047,0.342,1.649,0.08019,3.06,13.58,1.0867518,3.5643,0.7098,11.009,0.02736618
W-1385,Judicious Brass Wine,White,27.99,8,6.57,0.1957,0.2565,13.483,0.05643,45.9,150.35,1.0878963,3.2046,0.3731,8.888,0.016240261
W-1386,Uppermost Vineyards,White,19.99,7,6.93,0.94245,0.114,2.134,0.14157,7.14,22.31,1.086076,3.6515,0.5915,10.302,0.025252525
W-1387,Polite Panda Wines,White,13.99,5,5.58,0.5768,0.0855,1.649,0.05247,24.48,31.04,1.0834818,3.8586,0.546,11.413,0.040837389
W-1388,Futuristic Wines,White,13.99,6,7.11,0.5253,0.2375,2.813,0.07623,21.42,43.65,1.087166,3.8041,0.8736,12.221,0.029465259
W-1389,Inquisitive Station Vintners,White,17.99,6,5.49,0.1545,0.2755,6.014,0.04554,39.78,146.47,1.0842339,3.924,0.4004,10.706,0.026522896
W-1390,Exciting Produce Wine,White,14.99,6,10.35,0.1854,0.4845,3.88,0.10296,4.08,22.31,1.089564,3.5752,0.8827,10.201,0.026358923
W-1391,Boaclick,White,8.99,4,5.22,0.2884,0.3325,2.231,0.05247,36.72,110.58,1.081716,3.5752,0.455,10.302,0.076579807
W-1392,Zany View,White,20.99,7,5.94,0.206,0.2565,10.573,0.03762,29.58,126.1,1.0845064,3.3899,0.4004,10.605,0.024799575
W-1393,Hoopper Vines,White,9.99,4,5.22,0.2678,0.285,2.522,0.03366,76.5,125.13,1.079318,3.488,0.3458,11.615,0.060330501
W-1394,Mighty Nettle,White,26.99,7,9.18,0.2987,0.4655,2.522,0.05841,5.1,12.61,1.087384,3.3245,0.6734,10.605,0.024949195
W-1395,Present Plough,White,14.99,6,8.37,0.3708,0.3705,1.455,0.0792,41.82,53.35,1.0862068,3.7823,0.6643,11.009,0.034580755
W-1396,Well-Made Box Vineyards,White,10.99,5,6.12,0.2575,0.171,1.358,0.05544,13.26,132.89,1.082915,3.3899,0.3822,9.595,0.051092449
W-1397,Sandstone Winery,White,11.99,5,5.58,0.4635,0.6935,6.984,0.09801,47.94,195.94,1.0854438,3.4989,0.3913,9.292,0.048959391
W-1398,Modgone,White,10.99,5,9.72,0.4635,0.3135,2.425,0.09801,20.4,36.86,1.0880162,3.5316,0.6461,10.908,0.050872933
W-1399,Exciting Theory Wines,White,18.99,6,6.12,0.2678,0.247,1.94,0.01881,23.97,69.84,1.0795469,3.4444,0.4277,11.918,0.031815447
W-1400,Drywest Vintners,White,19.99,6,5.58,0.1545,0.2565,10.67,0.03465,46.92,112.52,1.0856618,3.4008,0.3458,9.191,0.030967074
W-1401,Dependent Metal Vintners,White,13.99,6,7.2,0.74675,0.228,2.716,0.08217,10.2,60.14,1.0865665,3.6515,0.5096,10.1,0.032142596
W-1402,Swooflia,White,12.99,5,7.47,0.5562,0.228,3.298,0.07524,16.32,108.64,1.087384,3.5643,0.5551,9.494,0.038575376
W-1403,Firecracker Vintners,White,16.99,6,8.1,0.309,0.4655,6.984,0.03861,32.64,81.48,1.083242,3.2046,0.2912,11.615,0.034458454
W-1404,Unsuitable Suitor Wines,White,22.99,7,5.4,0.2472,0.2565,1.843,0.04752,40.8,164.9,1.083242,3.9676,0.4914,10.1,0.025639532
W-1405,Tupress,White,23.99,7,6.12,0.2163,0.38,6.111,0.03168,40.8,117.37,1.0814326,3.4662,0.4823,12.12,0.022707755
W-1406,Upright Wine,White,8.99,5,7.02,0.8446,0.2755,4.171,0.08217,21.42,62.08,1.0860978,3.4444,0.4823,9.494,0.049796288
W-1407,Sleepy Giraffe,White,10.99,5,6.03,0.2781,0.2375,7.76,0.05247,55.08,195.94,1.085749,3.5098,0.3913,9.393,0.04147422
W-1408,Petite Pail Vines,White,14.99,6,5.94,0.5562,0.1995,15.811,0.05445,41.82,176.54,1.088474,3.6515,0.4914,10.504,0.027280055
W-1409,Boundless Spring Winery,White,17.99,6,5.4,0.4017,0.247,2.619,0.03762,39.78,181.39,1.0826425,3.7169,0.455,10.908,0.036363636
W-1410,Gullible Vines,White,9.99,4,5.4,0.6901,0.0665,1.164,0.0594,9.18,104.76,1.082479,3.3899,0.3185,8.787,0.082567086
W-1411,Eminent Yak,White,19.99,6,6.39,0.1854,0.703,15.132,0.04356,44.88,170.72,1.089564,3.6842,0.6097,9.09,0.031071252
W-1412,Soostev Vineyards,White,14.99,6,5.4,0.2472,0.3895,1.261,0.03564,42.84,114.46,1.0792962,3.3136,0.5824,11.85066666,0.031175957
W-1413,Mammoth Land,White,14.99,5,6.12,0.5871,0.2755,2.134,0.0396,15.3,74.69,1.083242,3.6188,0.6734,10.302,0.038003897
W-1414,Entertaining Egghead Vines,White,15.99,6,4.77,0.618,0.323,1.358,0.03069,3.06,58.2,1.0775086,3.5643,0.3458,13.13,0.0331549
W-1415,Shortbread Wine,White,18.99,7,8.82,0.6798,0.3705,3.104,0.08217,21.42,57.23,1.088801,3.6733,0.6461,11.615,0.024358701
W-1416,Dear Friends Wines,White,15.99,6,5.85,0.5253,0.1425,2.91,0.06336,12.24,26.19,1.082261,3.6297,0.5369,12.928,0.029854878
W-1417,Hesitant Step Vines,White,14.99,6,5.85,0.4223,0.228,13.58,0.04752,24.48,109.61,1.088038,3.7496,0.4823,9.898,0.02693959
W-1418,Unequaled Tray Wine,White,11.99,5,6.12,0.3708,0.304,1.552,0.03861,10.2,120.28,1.084332,3.597,0.6097,9.696,0.036763601
W-1419,Outrageous Worm,White,24.99,7,8.37,0.3811,0.418,1.552,0.03762,21.42,40.74,1.0848334,3.5316,0.7371,10.908,0.024504344
W-1420,Skizzle Vineyards,White,14.99,5,8.19,0.3399,0.361,1.649,0.06138,51.51,333.68,1.085422,3.379,0.637,9.595,0.040061768
W-1421,Natural,White,14.99,6,7.47,0.5047,0.342,1.746,0.21978,6.12,15.52,1.08782,3.4662,0.546,9.595,0.031281193
W-1422,Auspicious Cow Wines,White,17.99,6,5.85,0.3708,0.2945,3.977,0.06039,20.4,129.98,1.0842775,3.4662,0.4095,9.09,0.028988869
W-1423,Keen Dime Wines,White,14.99,5,6.75,0.6283,0.19,1.649,0.07524,36.72,58.2,1.0844846,3.379,0.364,9.393,0.050872933
W-1424,Rowlow,White,27.99,8,6.48,0.3914,0.2945,1.94,0.05544,15.3,28.13,1.0842448,3.5207,0.6916,11.413,0.01635931
W-1425,Fascinating Story Vineyards,White,9.99,4,6.21,0.4017,0.228,2.037,0.10098,4.08,6.79,1.0841358,3.7496,0.5278,11.514,0.058400051
W-1426,Imaginary Actor Vintners,White,12.99,5,6.12,0.2678,0.209,7.469,0.04653,58.14,203.7,1.085531,3.379,0.4277,9.09,0.050654828
W-1427,Smiling People,White,13.99,6,5.67,0.3811,0.3515,1.455,0.02376,12.24,73.72,1.0777484,3.2046,0.3549,12.423,0.035328426
W-1428,Wooden Frame,White,13.99,5,9.18,0.2472,0.4655,2.328,0.07425,10.2,27.16,1.087602,3.4226,0.5551,10.504,0.042625086
W-1429,Enchanting Hall,White,13.99,6,6.66,0.2781,0.4655,1.067,0.03663,33.66,151.32,1.08128,3.4335,0.4914,11.211,0.029369046
W-1430,Salty Sea Wines,White,12.99,5,6.12,0.2678,0.4085,11.3975,0.04455,54.06,192.06,1.086621,3.5534,0.5005,9.595,0.052900893
W-1431,Unbiased Estimate Winery,White,23.99,7,6.48,0.206,0.323,2.619,0.03168,49.98,146.47,1.0791,3.4444,0.3549,12.827,0.021101741
W-1432,Catwalk Vintners,White,17.99,6,4.77,0.3708,0.2565,6.111,0.02772,40.8,128.04,1.0811274,3.6733,0.364,11.716,0.026855469
W-1433,Lazap Wine,White,16.99,6,5.94,0.88065,0.019,2.328,0.06138,15.3,22.31,1.0859343,3.8586,0.546,11.11,0.032812216
W-1434,Shivering Branch Vintners,White,18.99,6,7.38,0.5253,0.228,1.94,0.07821,16.32,83.42,1.0874276,3.6406,0.5824,9.595,0.030352865
W-1435,Jagged Edges Wines,White,14.99,6,6.3,0.1339,0.285,4.85,0.05544,31.62,118.34,1.084005,3.7823,0.3822,10.605,0.027891598
W-1436,Chorenn Winery,White,14.99,5,6.93,0.4223,0.722,1.746,0.60489,8.16,43.65,1.086512,3.3354,1.1466,9.494,0.045258364
W-1437,Fishnet,White,10.99,5,8.46,0.3502,0.3515,2.134,0.07425,5.1,12.61,1.08782,3.5098,0.5642,9.292,0.039606955
W-1438,Absorbing Story,White,18.99,6,6.21,0.4738,0.19,0.873,0.05346,5.1,122.22,1.08128,3.379,0.3822,10.504,0.027280055
W-1439,Quaint Loch Vineyards,White,13.99,6,6.48,0.1957,0.2565,10.864,0.06039,46.92,144.53,1.0875148,3.2591,0.5369,9.393,0.034215789
W-1440,Ironwork,White,12.99,5,6.57,0.3811,0.152,14.453,0.04752,60.18,232.8,1.0889318,3.4117,0.4095,8.989,0.036898389
W-1441,Jobox Vintners,White,14.99,5,6.66,0.2266,0.3135,1.94,0.04455,31.62,97.97,1.082479,3.7278,0.5005,11.514,0.038720261
W-1442,Diligent Guide Wine,White,19.99,6,6.21,0.3914,0.2755,13.2405,0.04752,53.04,183.33,1.0876456,3.27,0.546,9.595,0.031175957
W-1443,Unruly Arch Vintners,White,16.99,6,5.13,0.2163,0.228,2.231,0.04653,61.2,183.33,1.08455,3.9785,0.6552,10.201,0.026688406
W-1444,Cooperative,White,19.99,7,6.57,0.14935,0.3135,1.067,0.04158,14.28,62.08,1.0792308,3.379,0.3367,11.918,0.022904785
W-1445,Minivivi Wine,White,16.99,6,5.4,0.2266,0.2185,4.85,0.04455,10.2,118.34,1.0819449,3.2046,0.5733,10.1,0.029953491
W-1446,Sixfold,White,32.99,8,6.3,0.2266,0.247,8.924,0.02673,37.74,118.34,1.0815852,3.3354,0.3094,12.625,0.016161616
W-1447,Skylight Vineyards,White,19.99,6,7.56,0.5356,0.209,2.619,0.08316,4.08,17.46,1.0865338,3.5534,0.5187,9.999,0.026522896
W-1448,Grandstand,White,19.99,7,6.48,0.2472,0.2755,2.134,0.03663,37.74,98.94,1.08128,3.5643,0.5824,11.11,0.020755343
W-1449,Tomash Winery,White,15.99,6,6.66,0.2575,0.342,12.804,0.06633,54.06,172.66,1.087384,3.2809,0.4368,9.09,0.029561946
W-1450,Vallume Wines,White,18.99,6,5.67,0.2575,0.418,1.649,0.02376,36.72,112.52,1.0783915,3.4662,0.364,12.625,0.028341093
W-1451,Harmonious Notes,White,13.99,5,5.67,0.1751,0.2185,5.529,0.04752,44.88,142.59,1.0832638,3.3572,0.4914,10.1,0.047151816
W-1452,Butternut,White,14.99,5,5.22,0.2781,0.19,14.5015,0.04356,22.44,173.63,1.085858,3.6733,0.3367,10.302,0.042457764
W-1453,Blacklist,White,17.99,6,5.94,0.2575,0.285,13.968,0.05148,40.8,177.51,1.08782,3.2918,0.455,9.191,0.029659109
W-1454,Snotty Snob,White,19.99,6,7.2,0.2266,0.266,13.58,0.05247,84.66,191.09,1.087929,3.4226,0.4095,9.898,0.027980637
W-1455,Steeplump,White,11.99,5,6.84,0.3811,0.4845,11.349,0.09306,59.16,175.57,1.0875584,3.1719,0.4641,9.09,0.049796288
W-1456,Noodile Vines,White,11.99,5,11.25,0.5768,0.4655,2.328,0.06336,5.1,26.19,1.089891,3.3572,0.7917,11.009,0.045258364
W-1457,Pointless Door,White,14.99,5,6.39,0.2369,0.266,1.843,0.04554,33.66,99.91,1.0790673,3.4008,0.2821,12.12,0.039012488
W-1458,Replitz Vintners,White,11.99,5,6.39,0.7107,0.038,2.037,0.06732,19.38,26.19,1.0868608,3.7496,0.6097,9.898,0.047544746
W-1459,Happy Riddle,White,13.99,5,6.93,0.5047,0.247,1.843,0.06138,9.18,30.07,1.086294,3.6951,0.5824,9.696,0.05131339
W-1460,Organic Turn Vines,White,14.99,6,6.66,0.206,1.577,2.037,0.02178,34.68,109.61,1.0808985,3.5534,0.5005,12.322,0.034095417
W-1461,Cartwheel Vineyards,White,14.99,6,6.57,0.6901,0.019,2.134,0.07128,31.62,89.24,1.0852694,3.6188,0.6188,11.17733334,0.030967074
W-1462,Redundant Butter,White,21.99,7,6.48,0.3811,0.304,1.94,0.06138,15.3,27.16,1.084223,3.5207,0.6643,11.413,0.020142056
W-1463,Losenoid,White,14.99,5,8.55,0.8858,0.247,1.843,0.07821,13.26,27.16,1.0868608,3.5425,0.5642,10.1,0.040995215
W-1464,Alluring Light,White,8.99,5,5.67,0.2781,0.2185,2.813,0.04653,13.26,97,1.083024,3.5752,0.3913,9.898,0.037307232
W-1465,Faint Whisper Vintners,White,12.99,5,6.84,0.4017,0.2945,2.231,0.08118,23.46,68.87,1.088038,3.8368,0.5915,9.797,0.037307232
W-1466,Hysleria Vines,White,17.99,6,8.64,0.3914,0.399,1.843,0.07029,5.1,12.61,1.0862831,3.4335,0.6825,10.605,0.030760282
W-1467,Cultured Set Winery,White,36.99,8,7.2,0.3502,0.4655,8.73,0.03267,39.78,174.6,1.083024,3.4117,0.3458,12.423,0.015405623
W-1468,Ludicrous Calculator Wines,White,10.99,5,6.39,0.4429,0.399,5.335,0.0693,29.58,125.13,1.087057,3.7278,0.6552,10.605,0.04619054
W-1469,Rodrup Winery,White,36.99,8,6.57,0.1751,0.228,7.857,0.11979,32.64,157.14,1.0846372,3.4553,0.3458,10.504,0.016240261
W-1470,Caring Creditor Vintners,White,14.99,5,7.47,0.8755,0.133,2.425,0.09207,13.26,52.38,1.0869916,3.6624,0.4914,10.201,0.053368006
W-1471,Upturn,White,17.99,6,6.21,0.2575,0.3135,1.164,0.03465,35.7,153.26,1.0799938,3.2918,0.5278,11.413,0.035711387
W-1472,Kaloolun,White,18.99,7,4.32,0.2678,0.2185,10.282,0.03366,23.46,107.67,1.0820866,3.7714,0.2548,11.615,0.022384977
W-1473,Pleasant Grapes Vintners,White,11.99,5,6.12,0.2163,0.2565,17.6055,0.04158,41.82,141.62,1.090109,3.597,0.3276,8.787,0.040215115
W-1474,Luezoid,White,14.99,5,6.57,0.71585,0,2.425,0.07425,3.06,12.61,1.08782,3.8041,0.4732,9.292,0.049166625
W-1475,Castrealm Wine,White,14.99,5,6.39,0.4738,0.133,2.716,0.07524,15.3,35.89,1.0859016,3.6624,0.4459,10.807,0.037307232
W-1476,Spusious Wine,White,21.99,7,5.67,0.309,0.2755,2.037,0.04752,33.66,137.74,1.0786204,3.5098,0.4186,13.029,0.02052913
W-1477,Waterside,White,9.99,5,6.57,0.7519,0.228,1.843,0.10692,18.36,98.94,1.086403,3.5534,0.5369,9.393,0.043304359
W-1478,Laughable Observation Wines,White,10.99,4,6.21,1.1227,0.057,2.037,0.06039,12.24,30.07,1.084332,3.8259,0.3913,11.514,0.059215874
W-1479,Reiltas Vineyards,White,19.99,7,5.94,0.5768,0.133,2.328,0.06336,13.26,28.13,1.0834273,3.7278,0.5642,11.817,0.020869856
W-1480,Groovy Mask Vineyards,White,15.99,6,6.57,0.2472,0.323,14.938,0.0495,38.76,168.78,1.088147,3.3027,0.3822,9.09,0.03610061
W-1481,Joyous Friends Wines,White,17.99,6,6.66,0.206,0.3515,16.4415,0.04752,43.86,184.3,1.089455,3.3027,0.3822,9.292,0.032812216
W-1482,Riverbanks,White,16.99,6,6.21,0.1957,0.3325,13.095,0.03762,49.98,114.46,1.0850514,3.27,0.5733,10.807,0.029273303
W-1483,Jeren,White,19.99,7,6.66,0.206,0.3325,2.037,0.03762,30.6,112.52,1.084441,3.8041,0.7007,10.403,0.022131683
W-1484,Looplab,White,19.99,6,7.11,0.2266,0.228,4.462,0.04356,39.78,154.23,1.082043,3.2591,0.2548,11.615,0.035202141
W-1485,Backlash Winery,White,19.99,6,9.81,0.5459,0.4655,4.462,0.11682,10.2,16.49,1.090218,3.3463,0.5096,11.817,0.029178028
W-1486,Level Headed Vintners,White,12.99,5,5.49,0.3502,0.2375,1.746,0.08316,4.08,27.16,1.0841576,3.6624,0.4004,10.201,0.04734767
W-1487,Nedril,White,15.99,6,5.94,0.4017,0.361,9.409,0.05247,49.98,219.22,1.0876783,3.597,0.5187,9.494,0.032474817
W-1488,Zestily Jealous Vines,White,15.99,6,10.26,0.2678,0.418,3.492,0.07029,6.12,18.43,1.088474,3.4008,0.7462,9.393,0.02710902
W-1489,Questionably Overconfident,White,18.99,7,6.3,0.1545,0.266,14.259,0.05049,29.58,144.53,1.0877328,3.2264,0.3549,9.09,0.022006646
W-1490,Didiza Wine,White,13.99,6,6.66,0.3708,0.3135,1.358,0.02475,27.54,53.35,1.080735,3.4989,0.3003,11.312,0.029273303
W-1491,Turnbuckle,White,13.99,6,6.03,0.2781,0.6555,1.164,0.17424,36.72,102.82,1.0822392,3.2264,0.3913,9.292,0.026358923
W-1492,Nevermore,White,14.99,6,6.03,0.7725,0.0095,2.328,0.07722,17.34,31.04,1.085095,3.8695,0.5551,12.928,0.026771742
W-1493,Hendassa Vintners,White,16.99,6,8.19,0.618,0,1.843,0.05742,5.1,9.7,1.087493,3.4662,0.5733,10.504,0.02693959
W-1494,Brief Rain Wine,White,22.99,7,5.76,0.2678,0.228,6.208,0.0396,27.54,120.28,1.079427,3.5098,0.4459,12.726,0.025876021
W-1495,Voonex,White,16.99,6,6.3,0.2163,0.209,4.947,0.04752,38.76,162.96,1.084005,3.6406,0.4459,10.504,0.027627015
W-1496,Lively Jelly Vines,White,19.99,6,8.46,0.515,0.323,3.492,0.08118,5.1,13.58,1.088583,3.5861,0.4732,10.807,0.033620226
W-1497,Thoughtful Farm Vines,White,12.99,5,6.84,0.4738,0.1045,2.522,0.07821,12.24,47.53,1.086512,3.4989,0.5187,10.1,0.047151816
W-1498,Curvy Road,White,14.99,5,6.39,0.4944,0.266,2.716,0.06732,6.12,15.52,1.0865338,3.5316,0.4823,10.403,0.047942608
W-1499,Wavefire,White,14.99,5,6.39,0.3193,0.4465,13.192,0.05544,55.08,191.09,1.087602,3.379,0.4459,9.393,0.042962709
W-1500,Quick Detail,White,13.99,5,6.12,0.309,0.209,6.014,0.0594,41.82,184.3,1.0884522,3.4662,0.4641,9.292,0.03703392
W-1501,Lulerain,White,13.99,5,6.3,0.2884,0.266,1.358,0.03861,12.24,80.51,1.0809857,3.4662,0.5915,11.211,0.045627819
W-1502,Honeysuckle,White,12.99,5,7.83,0.7107,0,3.104,0.08316,13.26,32.01,1.089128,3.6624,0.4095,9.494,0.036363636
W-1503,Divergent Approval,White,13.99,5,6.21,0.4429,0.266,9.118,0.05544,29.58,177.51,1.0855746,3.4553,0.3913,9.494,0.053368006
W-1504,Witty Kittens,White,14.99,6,7.2,0.206,0.342,1.164,0.03168,21.42,75.66,1.081389,3.3572,0.3367,10.504,0.028432295
W-1505,Defiant Winery,White,11.99,5,6.3,0.8034,0.076,1.94,0.09207,10.2,18.43,1.085204,3.706,0.4277,10.1,0.047743056
W-1506,Vasagle,White,13.99,5,5.85,0.2472,0.228,1.552,0.04554,15.3,58.2,1.082152,3.4771,0.3549,9.898,0.05175959
W-1507,Public Floor Wines,White,11.99,5,6.57,0.6901,0.247,1.746,0.39699,16.32,49.47,1.086621,3.4444,1.0374,9.494,0.039757695
W-1508,Tenuous Connection,White,18.99,6,8.01,0.8652,0.323,1.358,0.0495,4.08,9.7,1.0851386,3.4008,0.4368,9.191,0.034951593
W-1509,Wheelhouse,White,20.99,7,6.66,0.1957,0.285,12.416,0.05247,49.47,205.64,1.088474,3.4226,0.4459,9.191,0.024651296
W-1510,Maddening Recess,White,12.99,5,5.76,0.2472,0.266,11.155,0.0495,34.68,158.11,1.086621,3.6079,0.4095,9.595,0.048345485
W-1511,Clever Cannon,White,13.99,5,6.48,0.3502,0.304,2.425,0.0891,43.86,109.61,1.086294,3.6188,0.7189,11.211,0.05131339
W-1512,Moonscape Vintners,White,11.99,5,6.93,0.7107,0.209,1.843,0.08316,18.36,91.18,1.085749,3.6079,0.4368,9.595,0.043133026
W-1513,Sunfish,White,13.99,5,6.57,0.1545,0.38,1.94,0.0495,24.48,89.24,1.082588,3.4226,0.4095,10.605,0.046571492
W-1514,Gleblu Wine,White,8.99,5,5.04,0.515,0.0855,2.231,0.04851,17.34,96.03,1.083133,3.9567,0.5733,13.13,0.047151816
W-1515,Honeybee Vintners,White,16.99,6,6.3,0.2987,0.3515,1.552,0.03465,34.68,122.22,1.0797322,3.5534,0.4277,12.423,0.027714789
W-1516,Stingy Uncle Vineyards,White,19.99,6,5.76,0.3296,0.2565,4.753,0.03366,18.36,118.34,1.080844,3.6624,0.6461,12.625,0.026358923
W-1517,Cattail Wines,White,15.99,6,6.66,0.3502,0.399,1.067,0.03267,17.34,165.87,1.080953,3.4008,0.4823,11.413,0.026358923
W-1518,Superb Plate,White,21.99,7,6.39,0.4532,0.3515,2.619,0.04059,35.7,124.16,1.078664,3.3463,0.3913,13.635,0.020251524
W-1519,Flat Sail,White,16.99,6,8.01,0.2472,0.3705,1.552,0.07326,3.06,9.7,1.0867082,3.4008,0.5369,9.595,0.026522896
W-1520,Vagabond Shop Vineyards,White,6.99,4,6.57,0.5047,0.304,5.044,0.04257,18.36,100.88,1.084768,3.5316,0.4095,10.807,0.081226371
W-1521,Plifal Vintners,White,18.99,7,6.66,0.206,0.266,8.827,0.04653,29.58,92.15,1.0848988,3.4444,0.4277,9.898,0.021219135
W-1522,Cazoova Wines,White,14.99,6,7.38,0.2678,0.4655,5.044,0.0396,19.38,97,1.083569,3.4008,0.3094,10.201,0.030352865
W-1523,Waterwheel,White,15.99,6,6.84,0.2472,0.418,3.686,0.03663,49.98,141.62,1.080299,3.3354,0.3367,11.716,0.028708559
W-1524,Onama,White,14.99,5,9,0.5974,0.209,1.843,0.0792,9.18,31.04,1.087166,3.4117,0.5005,9.595,0.036496229
W-1525,Bellbottom Wine,White,12.99,5,6.39,0.3502,0.266,1.94,0.08118,31.62,65.96,1.0866646,3.7605,0.4368,9.494,0.038288038
W-1526,Majestic Power Vines,White,16.99,6,9,0.206,0.3705,1.358,0.0495,19.38,147.44,1.08346,3.27,0.3822,10.504,0.031071252
W-1527,Tricky Task Vintners,White,16.99,6,5.67,0.1751,0.304,4.074,0.0396,37.74,113.49,1.0810838,3.5316,0.3913,11.413,0.026115797
W-1528,Upscale,White,18.99,6,6.3,0.1751,0.399,0.97,0.07425,19.38,68.87,1.0802227,3.6188,0.5642,11.514,0.030657662
W-1529,Spourmo Vintners,White,18.99,6,6.93,0.3502,0.266,10.67,0.0396,31.62,113.49,1.0879835,3.5643,0.2639,9.292,0.035076531
W-1530,Uneven Vineyards,White,9.99,5,6.03,0.1442,0.437,1.552,0.03564,15.3,89.24,1.0819776,3.6733,0.4459,11.009,0.044
W-1531,Pegmode,White,25.99,8,6.3,0.5459,0.4085,5.917,0.02871,6.12,73.72,1.0803862,3.3572,0.455,12.625,0.019555556
W-1532,Energetically Ignorant,White,19.99,6,6.03,0.309,0.475,11.737,0.04455,38.76,123.19,1.087166,3.3136,0.4823,8.989,0.036231765
W-1533,Snowball,White,11.99,5,6.3,0.3605,0.228,1.843,0.0396,21.42,139.68,1.081607,3.6515,0.3458,11.11,0.05313368
W-1534,Rain Stick,White,22.99,7,6.03,0.4841,0.2755,4.6075,0.03366,29.58,129.98,1.0797104,3.5861,0.4186,13.13,0.024286368
W-1535,Limelight Winery,White,18.99,6,6.12,0.2266,0.2945,6.111,0.03465,33.66,164.9,1.081062,3.5316,0.6006,12.726,0.027714789
W-1536,Johackle Vineyards,White,26.99,7,5.4,0.2884,0.2565,15.035,0.03564,31.62,129.98,1.0835472,3.4771,0.4004,13.13,0.025100173
W-1537,Melted Copper Vintners,White,16.99,6,5.04,0.1957,0.3705,1.067,0.04257,17.34,64.99,1.081062,3.5207,0.4823,10.403,0.0331549
W-1538,Nifty Monkey,White,49.99,9,8.19,0.2781,0.4275,10.282,0.03465,28.56,120.28,1.08673,3.488,0.4186,10.504,0.013763144
W-1539,Bookbox Vineyards,White,13.99,6,7.92,0.2781,0.3705,1.94,0.099,20.4,26.19,1.0850514,3.4335,0.6279,11.312,0.02816
W-1540,Lovely Writer Vines,White,14.99,5,6.03,0.206,0.3515,1.6005,0.02475,42.84,99.91,1.0793398,3.3899,0.4095,11.514,0.048753463
W-1541,Slowdown Wines,White,14.99,5,10.08,0.412,0.475,1.94,0.09801,19.38,48.5,1.0876347,3.379,0.5278,10.504,0.040215115
W-1542,Perpetual Shade,White,22.99,7,5.76,0.3605,0.266,1.552,0.03663,31.62,109.61,1.0766911,3.4008,0.364,14.342,0.025329223
W-1543,Flawless Memory,White,10.99,5,7.29,0.6798,0.209,2.134,0.06831,9.18,22.31,1.086512,3.597,1.092,10.403,0.037307232
W-1544,Fluttering Butterfly,White,8.99,5,6.3,0.515,0.2375,1.94,0.0693,3.06,21.34,1.085967,3.5425,0.5733,9.292,0.049585063
W-1545,Teamwork Vineyards,White,22.99,7,6.57,0.2575,0.3895,1.746,0.03663,53.04,160.05,1.080299,3.5861,0.3549,12.322,0.022257789
W-1546,Gogopo,White,22.99,7,5.67,0.2781,0.361,0.873,0.05049,7.14,135.8,1.081934,3.7605,0.455,10.605,0.020869856
W-1547,Sassee Wine,White,16.99,6,5.85,0.1339,0.2565,2.522,0.03465,32.64,73.72,1.080626,3.4989,0.6916,11.44666666,0.033040077
W-1548,Jumpy Wheel Wine,White,10.99,5,5.13,0.2678,0.228,17.266,0.05841,23.46,120.28,1.0875257,3.597,0.455,10.201,0.038575376
W-1549,Ballroom Vines,White,20.99,7,5.31,0.3502,0.2945,1.94,0.0297,38.76,137.74,1.0779228,3.706,0.3731,13.029,0.025796829
W-1550,Fantastic Farm Vines,White,17.99,6,5.31,0.3296,0.19,13.968,0.0495,29.58,139.68,1.0863594,3.5316,0.3731,10.403,0.029854878
W-1551,Small Estate Vintners,White,10.99,5,6.84,0.9785,0.0285,1.94,0.0891,7.14,19.4,1.085531,3.488,0.5096,9.696,0.036496229
W-1552,Watershed Wine,White,14.99,6,6.21,0.2472,0.342,20.176,0.03069,40.8,134.83,1.087275,3.488,0.3003,11.11,0.035455393
W-1553,Versed Wines,White,13.99,5,6.48,0.2781,0.703,12.125,0.03663,47.94,151.32,1.087929,3.3136,0.4004,8.787,0.038288038
W-1554,Crestboot Vintners,White,16.99,6,7.11,0.1442,0.266,1.746,0.04059,44.88,172.66,1.084986,3.7605,0.3913,9.292,0.02736618
W-1555,Unique,White,19.99,6,6.48,0.3502,0.1995,2.425,0.07425,41.82,65.96,1.0854874,3.6733,0.4914,10.201,0.033502981
W-1556,Pinstripe,White,11.99,5,7.56,0.2884,0.38,8.633,0.04752,33.66,141.62,1.088692,3.706,0.4186,9.393,0.043476715
W-1557,Superfine Vintners,White,14.99,5,7.65,0.4532,0.475,1.843,0.36531,15.3,36.86,1.0860106,3.2809,1.001,9.494,0.047544746
W-1558,Yodacloud Vintners,White,23.99,7,13.5,0.2163,0.418,2.134,0.07425,10.2,23.28,1.0900545,3.3463,0.7644,9.292,0.024725269
W-1559,Immense Grape,White,14.99,5,7.92,0.618,0.2755,2.134,0.09702,5.1,14.55,1.088692,3.6624,0.4459,9.191,0.037863012
W-1560,Amused,White,17.99,6,5.58,0.1854,0.285,0.97,0.03069,23.46,70.81,1.0794488,3.5207,0.4732,11.413,0.030453958
W-1561,Esuyp,White,22.99,7,6.39,0.1854,0.4655,1.261,0.03267,12.24,69.84,1.0798848,3.3245,0.4823,11.413,0.025329223
