Brand_ID,Classification,Price,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
Wi01-2695,White,17.99,5.376,0.1568,0.2781,1.288,0.04048,47.7,162.96,1.081062,3.4112,0.4033,9.494,0.028708559
Wi01-2696,White,15.99,9.408,0.4312,0.4841,2.3,0.05796,8.1,27.16,1.087929,3.3696,0.7085,10.152,0.034215789
Wi01-2697,White,19.99,6.912,0.3136,0.309,7.59,0.0184,12.6,100.88,1.0830458,3.1096,0.4796,10.716,0.033270322
Wi01-2698,White,24.99,8.064,0.245,0.4017,1.84,0.03772,3.6,9.7,1.0833074,3.4008,0.7739,11.75,0.020417406
Wi01-2699,White,17.99,6.336,0.2058,0.309,9.108,0.03772,57.6,168.78,1.08455,3.1928,0.545,9.494,0.034215789
Wi01-2700,White,11.99,7.392,0.6909,0.103,2.392,0.07728,8.1,25.22,1.087384,3.5256,0.5341,9.118,0.045814244
Wi01-2701,White,16.99,4.8,0.7252,0,1.104,0.03772,14.4,44.62,1.0819122,4.1704,0.6431,11.75,0.030967074
Wi01-2702,White,14.99,7.296,0.1666,0.3605,1.472,0.04324,38.7,149.38,1.082806,3.4944,0.7521,10.434,0.027539657
Wi01-2703,White,8.99,6.432,0.3038,0.4532,6.164,0.04968,26.1,155.2,1.084768,3.1616,0.4796,9.024,0.053841335
Wi01-2704,White,10.99,6.72,0.4704,0.1236,4.14,0.046,20.7,83.42,1.0834382,2.9744,0.3815,8.46,0.041313623
Wi01-2705,White,6.99,8.16,0.392,0.412,5.796,0.046,2.7,9.7,1.0852694,3.4112,0.6104,11.28,0.062062389
Wi01-2706,White,13.99,6.816,0.1176,0.3296,8.832,0.04968,57.6,157.14,1.085858,3.536,0.4469,8.836,0.03703392
Wi01-2707,White,15.99,6.72,0.2744,0.3399,13.432,0.03956,42.3,162.96,1.089346,3.4736,0.7303,8.272,0.035455393
Wi01-2708,White,15.99,6.624,0.245,0.309,3.772,0.04968,20.7,112.52,1.08346,3.1096,0.4142,8.836,0.027280055
Wi01-2709,White,11.99,7.2,0.294,0.7313,1.196,0.1472,39.6,144.53,1.084332,3.2032,0.4578,8.366,0.042625086
Wi01-2710,White,14.99,7.392,0.4116,0.3914,7.452,0.05612,44.1,139.68,1.086294,3.536,0.6322,10.34,0.026522896
Wi01-2711,White,25.99,6.624,0.1862,0.3193,17.71,0.03956,34.2,161.99,1.0894986,3.0472,0.5668,8.554,0.020641772
Wi01-2712,White,15.99,7.488,0.2646,0.3399,2.208,0.04876,32.4,169.75,1.08128,3.328,0.5995,10.34,0.031600115
Wi01-2713,White,11.99,6.912,0.4998,0.2472,9.2,0.08556,31.5,191.09,1.087929,3.5464,0.5123,8.46,0.036363636
Wi01-2714,White,14.99,6.528,0.2156,0.3811,13.984,0.04692,61.2,172.66,1.0892915,3.536,0.9265,8.742,0.033856571
Wi01-2715,White,16.99,7.584,0.1764,0.3708,5.428,0.05336,27.9,128.04,1.08455,3.38,0.5668,10.246,0.029273303
Wi01-2716,White,13.99,5.472,0.2744,0.309,3.588,0.02392,32.4,101.85,1.0786967,3.3904,0.6322,11.985,0.027627015
Wi01-2717,White,19.99,6.144,0.2744,0.5768,1.564,0.14352,44.1,102.82,1.0829586,3.224,0.4033,8.648,0.029083218
Wi01-2718,White,10.99,8.544,0.4704,0.2472,2.622,0.08648,31.5,102.82,1.088038,3.224,0.5777,8.648,0.038288038
Wi01-2719,White,12.99,5.952,0.3038,0.2163,5.796,0.03772,45,211.46,1.083569,3.276,0.654,9.4,0.038003897
Wi01-2720,White,16.99,5.952,0.245,0.2884,7.82,0.0322,25.2,104.76,1.0843974,3.536,0.4578,9.776,0.036231765
Wi01-2721,White,26.99,6.24,0.3136,0.4635,7.084,0.02024,27.9,94.09,1.0805606,3.328,0.763,11.938,0.019979512
Wi01-2722,White,19.99,10.464,0.3136,0.5356,1.656,0.12144,15.3,42.68,1.0871006,3.4112,0.8393,10.81,0.030152186
Wi01-2723,White,17.99,6.816,0.2842,0.3502,7.176,0.03312,44.1,124.16,1.0834273,3.3384,0.436,10.058,0.031815447
Wi01-2724,White,19.99,6.912,0.5586,0.0515,2.116,0.07452,14.4,34.92,1.0852476,3.5152,0.654,9.682,0.033975679
Wi01-2725,White,14.99,7.2,0.6174,0.1236,4.692,0.10212,45,106.7,1.088147,3.3904,0.8393,8.836,0.03703392
Wi01-2726,White,13.99,5.664,0.1372,0.206,1.472,0.0368,23.4,110.58,1.0802445,3.38,0.4905,10.716,0.029083218
Wi01-2727,White,19.99,5.952,0.3822,0.4429,1.84,0.06532,12.6,23.28,1.0837652,3.588,0.9483,10.528,0.019607808
Wi01-2728,White,15.99,5.376,0.2548,0,9.384,0.03496,11.7,107.67,1.0825335,3.5776,0.5014,11.656,0.035970164
Wi01-2729,White,18.99,7.008,0.1764,0.2987,0.92,0.03312,23.4,97.97,1.0791,3.2136,0.4033,10.998,0.031923939
Wi01-2730,White,10.99,6.048,0.3724,0.1751,8.096,0.0736,45,205.64,1.0878527,3.6088,0.7194,8.836,0.056560796
Wi01-2731,White,11.99,8.448,0.4018,0.6592,2.024,0.08556,8.1,40.74,1.088474,3.6816,0.7194,9.87,0.05175959
Wi01-2732,White,17.99,6.72,0.637,0.0206,1.932,0.06072,7.2,24.25,1.086948,3.6088,0.7303,8.93,0.033502981
Wi01-2733,White,10.99,9.024,0.2744,0.309,1.472,0.0414,32.4,134.83,1.0849206,3.2344,0.5341,8.742,0.048753463
Wi01-2734,White,22.99,6.816,0.2646,0.2472,11.592,0.04048,43.2,114.46,1.0870134,3.1616,0.6104,9.4,0.021219135
Wi01-2735,White,16.99,7.968,0.4802,0.4429,2.3,0.03312,28.8,112.52,1.083896,3.3592,0.5123,10.058,0.028250329
Wi01-2736,White,9.99,6.624,0.392,0.5768,10.304,0.03956,36,137.74,1.087275,3.2656,0.5014,8.178,0.044176529
Wi01-2737,White,11.99,6.912,0.1666,0.4223,1.472,0.04784,21.6,122.22,1.0815852,3.3176,0.5341,10.152,0.042793398
Wi01-2738,White,19.99,6.72,0.2254,0.2678,6.624,0.03772,18.9,87.3,1.0846481,3.3488,0.5995,8.93,0.034095417
Wi01-2739,White,14.99,7.968,0.6468,0.1545,1.748,0.07268,15.3,40.74,1.086948,3.4424,0.5886,9.024,0.029369046
Wi01-2740,White,5.99,6.432,0.7448,0.0206,1.656,0.07176,5.4,11.64,1.08564,3.692,0.6867,9.353,0.13079667
Wi01-2741,White,8.99,8.064,0.7301,0.1133,1.748,0.0828,14.4,61.11,1.086185,3.3176,0.8938,9.024,0.036496229
Wi01-2742,White,10.99,7.296,0.3038,0.2987,9.66,0.0368,18.9,140.65,1.086294,3.1616,0.3815,8.836,0.042962709
Wi01-2743,White,18.99,5.472,0.196,0.309,2.3,0.04232,34.2,121.25,1.0821084,3.4736,0.545,9.306,0.026855469
Wi01-2744,White,22.99,5.472,0.2744,0.3708,1.656,0.03772,34.2,87.3,1.0791218,3.4008,1.0682,11.186,0.022513257
Wi01-2745,White,11.99,11.808,0.3822,0.6489,2.116,0.08372,5.4,17.46,1.090436,3.2864,0.5341,8.93,0.044176529
Wi01-2746,White,14.99,6.912,0.2254,0.3914,13.156,0.05336,49.5,188.18,1.087711,3.2136,0.4796,8.46,0.02736618
Wi01-2747,White,21.99,6.624,0.2058,0.2472,1.656,0.01932,15.3,77.6,1.0790128,3.276,0.5014,11.562,0.021516945
Wi01-2748,White,13.99,9.024,0.3234,0.6077,2.576,0.07268,8.1,29.1,1.087384,3.2448,0.5886,11.28,0.033270322
Wi01-2749,White,10.99,6.336,0.3724,0.3708,8.464,0.05612,37.8,207.58,1.087384,3.4424,0.6104,8.836,0.043650101
Wi01-2750,White,9.99,7.296,0.3381,0.2678,1.748,0.03956,13.5,129.98,1.083024,3.2032,0.4142,8.93,0.041153957
Wi01-2751,White,18.99,7.776,0.196,0.5047,7.452,0.04692,45.9,198.85,1.084986,3.224,0.5668,10.34,0.033270322
Wi01-2752,White,12.99,6.24,0.3724,0.3502,3.128,0.03312,30.6,194,1.083133,3.2656,0.8284,9.4,0.04734767
Wi01-2753,White,21.99,5.856,0.392,0.1648,1.656,0.06348,9.9,24.25,1.085095,3.5568,0.8066,9.494,0.021637826
Wi01-2754,White,13.99,6.336,0.2254,0.309,13.708,0.04692,29.7,114.46,1.0882015,3.1616,0.5886,8.46,0.029561946
Wi01-2755,White,10.99,14.88,0.6321,0.5047,3.864,0.0874,9,22.31,1.0934335,3.0368,0.8066,10.434,0.050438124
Wi01-2756,White,10.99,6.432,0.5292,0.1339,1.84,0.06992,13.5,34.92,1.087057,3.7544,0.6976,9.212,0.046571492
Wi01-2757,White,17.99,6.048,0.4998,0.1339,2.116,0.06992,26.1,38.8,1.0853566,3.5568,0.8175,10.34,0.031707507
Wi01-2758,White,12.99,5.856,0.2156,0.3193,1.288,0.03588,36,125.13,1.0812037,3.588,0.6431,10.246,0.040680474
Wi01-2759,White,11.99,6.624,0.1764,0.3399,0.92,0.04968,21.6,159.08,1.081934,3.5568,0.5559,9.87,0.047151816
Wi01-2760,White,18.99,6.24,0.4312,0.5047,7.084,0.0414,14.4,163.93,1.085313,3.2344,0.4033,8.178,0.033856571
Wi01-2761,White,24.99,5.76,0.2842,0.4223,9.936,0.04416,49.5,144.53,1.083133,3.2136,0.6431,10.30866667,0.022321247
Wi01-2762,White,19.99,6.816,0.1372,0.412,1.104,0.04692,49.5,131.92,1.082588,3.432,1.0464,9.212,0.026035503
Wi01-2763,White,10.99,7.584,0.2842,0.4017,6.164,0.03312,5.4,113.49,1.083242,3.2448,0.4578,10.058,0.03814557
Wi01-2764,White,10.99,11.136,0.4018,0.5974,2.576,0.08832,22.5,97.97,1.0902616,3.2552,0.5777,9.4,0.037170199
Wi01-2765,White,9.99,7.392,0.3332,0.5974,10.212,0.03588,36.9,146.47,1.087602,3.1824,0.5341,8.084,0.053841335
Wi01-2766,White,11.99,7.488,0.2548,0.5047,2.852,0.0414,18.9,112.52,1.082479,3.2864,0.3815,9.682,0.046001815
Wi01-2767,White,13.99,6.816,0.4508,0.206,1.748,0.07084,25.2,52.38,1.085204,3.5048,0.6976,9.776,0.029756752
Wi01-2768,White,20.99,6.816,0.3528,0.3811,4.416,0.01748,35.1,110.58,1.0794924,3.2032,0.5341,11.938,0.021219135
Wi01-2769,White,21.99,11.328,0.3234,0.5047,3.128,0.08556,48.6,77.6,1.090218,3.432,0.8284,10.058,0.021759729
Wi01-2770,White,8.99,6.912,0.245,0.1957,7.36,0.04048,45.9,166.84,1.086076,3.2864,0.4796,8.648,0.050438124
Wi01-2771,White,13.99,6.048,0.1764,0.2266,1.38,0.03956,40.5,150.35,1.0816942,3.3176,0.5232,9.588,0.039012488
Wi01-2772,White,8.99,10.368,0.441,0.3399,2.3,0.09108,18,36.86,1.0880162,3.3696,0.7739,10.152,0.041635756
Wi01-2773,White,16.99,6.432,0.196,0.309,1.288,0.023,15.3,73.72,1.0802336,3.2344,0.4796,10.34,0.031071252
Wi01-2774,White,25.99,4.8,0.1666,0.5768,1.38,0.02392,21.6,111.55,1.079754,3.6192,0.4251,10.152,0.020142056
Wi01-2775,White,15.99,5.76,0.4802,0,2.116,0.06256,13.5,32.01,1.0822828,3.7232,0.6431,11.75,0.033502981
Wi01-2776,White,17.99,7.008,0.6468,0,1.84,0.07728,5.4,22.31,1.088147,3.7544,1.0464,9.306,0.026688406
Wi01-2777,White,10.99,7.392,0.3136,0.6283,10.856,0.03772,59.4,182.36,1.0877546,3.12,0.5886,8.742,0.051092449
Wi01-2778,White,23.99,6.72,0.147,0.2884,13.524,0.04692,26.1,144.53,1.0877328,3.0784,0.4251,8.46,0.020251524
Wi01-2779,White,16.99,6.144,0.2156,0.3502,1.288,0.02116,50.4,111.55,1.0786422,3.3072,0.763,10.998,0.027802983
Wi01-2780,White,17.99,5.952,0.2156,0.2884,2.024,0.0368,21.6,121.25,1.080953,3.3176,0.5232,9.87,0.026115797
Wi01-2781,White,14.99,6.432,0.2646,0.3399,3.312,0.03128,8.1,43.65,1.0806696,3.2032,0.436,9.87,0.028801542
Wi01-2782,White,13.99,6.528,0.3136,0.2163,2.024,0.04048,13.5,65.96,1.082588,3.2968,0.4251,8.836,0.0343368
Wi01-2783,White,18.99,5.184,0.147,0.3296,2.3,0.03404,9,49.47,1.0777702,3.1616,0.6322,11.844,0.031815447
Wi01-2784,White,13.99,7.872,0.3381,1.03,16.744,0.04324,49.5,198.85,1.0896185,3.0784,0.4687,9.024,0.046380429
Wi01-2785,White,9.99,6.816,0.3332,0.2884,1.84,0.07544,27.9,65.96,1.0866646,3.588,0.5232,8.836,0.047151816
Wi01-2786,White,16.99,9.408,0.4998,0.1957,2.944,0.07452,7.2,29.1,1.088256,3.3592,0.6322,9.87,0.029854878
Wi01-2787,White,16.99,5.664,0.3332,0.309,3.496,0.0322,51.3,130.95,1.0792744,3.2136,0.3706,11.28,0.0343368
Wi01-2788,White,14.99,6.912,0.196,0.2575,4.14,0.04048,27.9,105.73,1.084441,3.3592,0.3924,8.836,0.038003897
Wi01-2789,White,13.99,7.2,0.4116,0.1442,9.844,0.04232,16.2,92.15,1.085531,3.3488,0.3597,10.058,0.052211638
Wi01-2790,White,19.99,6.432,0.2744,0.3502,8.188,0.04416,28.8,107.67,1.0840595,3.38,0.5886,10.34,0.022513257
Wi01-2791,White,9.99,5.856,0.3724,0.1545,1.656,0.06624,5.4,18.43,1.085095,3.5568,0.6213,8.836,0.040215115
Wi01-2792,White,12.99,10.176,1.0045,0.4429,2.576,0.0736,18.9,81.48,1.088365,3.1824,0.6213,9.494,0.045627819
Wi01-2793,White,14.99,8.832,0.5684,0.206,2.76,0.07452,13.5,111.55,1.08782,3.3592,0.6431,8.93,0.049585063
Wi01-2794,White,19.99,5.568,0.1764,0.3811,1.012,0.03312,27.9,93.12,1.0784678,3.2864,0.5232,11.28,0.027891598
Wi01-2795,White,19.99,6.816,0.3528,0.5768,1.196,0.04232,22.5,98.94,1.081607,3.3696,0.3597,9.87,0.033386346
Wi01-2796,White,13.99,5.856,0.6664,0.5356,1.288,0.03404,28.8,119.31,1.0793398,3.3696,0.4905,11.28,0.030967074
Wi01-2797,White,9.99,7.776,0.5635,0.2266,1.932,0.07084,10.8,63.05,1.086403,3.4216,0.5559,8.648,0.051535766
Wi01-2798,White,18.99,7.776,0.2352,0.3399,9.384,0.04416,41.4,136.77,1.086948,3.2864,0.5232,9.682,0.030863418
Wi01-2799,White,23.99,6.24,0.1127,0.2987,1.794,0.03496,65.7,161.02,1.07801,3.2448,0.2725,12.126,0.021577258
Wi01-2800,White,18.99,5.568,0.2352,0.4017,1.38,0.04968,33.3,153.26,1.082588,3.3384,0.5668,8.742,0.034951593
Wi01-2801,White,25.99,5.568,0.2744,0.2884,3.864,0.04048,46.8,153.26,1.08128,3.484,0.4796,10.058,0.023037566
Wi01-2802,White,18.99,5.088,0.3038,0.3914,9.66,0.02852,47.7,135.8,1.0825989,3.4736,0.5014,10.998,0.03482732
Wi01-2803,White,18.99,6.336,0.2156,0.2369,15.916,0.04324,33.3,114.46,1.0889754,3.2032,0.5014,8.272,0.028894977
Wi01-2804,White,12.99,7.296,0.4214,0.2987,1.932,0.069,17.1,64.02,1.0869262,3.536,0.6976,8.93,0.04052446
Wi01-2805,White,6.99,6.72,0.9555,0.0412,1.84,0.08004,10.8,64.99,1.0852585,3.484,0.654,8.836,0.058400051
Wi01-2806,White,22.99,6.144,0.3038,0.0927,1.288,0.06072,13.5,27.16,1.0841031,3.5568,0.763,9.4,0.021882665
Wi01-2807,White,19.99,6.24,0.1568,0.3502,1.288,0.02668,26.1,129.01,1.0802772,3.4632,0.6976,10.81,0.02169865
Wi01-2808,White,16.99,5.568,0.2254,0.2781,1.656,0.03956,21.6,66.93,1.082697,3.5152,0.3379,8.836,0.033502981
Wi01-2809,White,15.99,7.008,0.392,0.309,1.564,0.0736,29.7,76.63,1.086621,3.5464,0.7085,8.93,0.026115797
Wi01-2810,White,19.99,6.336,0.7105,0.0927,5.06,0.10764,8.1,16.49,1.0862395,3.484,0.5341,10.152,0.0343368
Wi01-2811,White,9.99,7.296,0.4704,0.2884,9.568,0.04508,51.3,198.85,1.0872532,3.3696,0.4905,8.742,0.037307232
Wi01-2812,White,16.99,7.008,0.2156,0.309,7.544,0.04324,37.8,200.79,1.086294,3.4632,0.5014,8.93,0.030252277
Wi01-2813,White,13.99,7.2,0.3136,0.5047,1.564,0.02852,39.6,105.73,1.079754,3.1928,0.5014,11.75,0.034580755
Wi01-2814,White,18.99,9.504,0.392,0.5459,6.164,0.08924,5.4,18.43,1.088474,3.4008,0.8938,10.998,0.024071286
Wi01-2815,White,13.99,8.064,0.5782,0.2987,2.392,0.10028,27.9,115.43,1.0878309,3.276,0.545,8.554,0.042962709
Wi01-2816,White,11.99,6.816,0.4214,0.4326,5.06,0.0644,26.1,125.13,1.087057,3.5568,0.7848,9.87,0.054080364
Wi01-2817,White,10.99,7.968,0.6909,0.1236,2.392,0.08464,10.8,27.16,1.089346,3.6504,0.7848,9.4,0.039909297
Wi01-2818,White,13.99,13.248,0.4802,0.6901,2.76,0.08556,5.4,14.55,1.088474,3.1408,1.0137,11.28,0.026440719
Wi01-2819,White,9.99,7.2,0.7399,0,1.748,0.07728,5.4,11.64,1.0864248,3.4736,0.5341,9.118,0.079918048
Wi01-2820,White,15.99,7.584,0.2352,0.412,1.472,0.05152,9.9,24.25,1.086403,3.4528,0.9483,8.178,0.026688406
Wi01-2821,White,10.99,6.24,0.2646,0.412,9.2,0.03588,66.6,220.19,1.0854438,3.3072,0.545,8.836,0.049166625
Wi01-2822,White,9.99,5.664,0.4508,0,1.748,0.07084,22.5,42.68,1.0832965,3.64,0.5777,10.528,0.04052446
Wi01-2823,White,19.99,7.104,0.1568,0.2781,14.26,0.046,22.5,130.95,1.088256,3.016,0.4687,8.178,0.019818927
Wi01-2824,White,18.99,7.104,0.245,0.3708,12.144,0.06164,47.7,172.66,1.087384,3.1304,0.5232,8.46,0.029561946
Wi01-2825,White,36.99,10.848,0.6076,0.6901,4.784,0.07912,5.4,18.43,1.088692,3.3488,0.7521,12.596,0.018220095
Wi01-2826,White,13.99,8.352,0.686,0.2472,2.3,0.20792,4.5,14.55,1.089019,3.4528,0.654,8.46,0.034580755
Wi01-2827,White,13.99,6.144,0.8673,0,2.116,0.15272,5.4,11.64,1.0851059,3.7024,0.5559,10.152,0.048143415
Wi01-2828,White,12.99,6.24,0.8673,0,2.116,0.15272,5.4,11.64,1.0851059,3.7024,0.5559,10.152,0.044712539
Wi01-2829,White,24.99,7.008,0.196,0.4532,1.288,0.0414,18.9,95.06,1.081716,3.276,0.5014,9.4,0.020812482
Wi01-2830,White,16.99,6.528,0.2156,0.5047,0.828,0.04784,23.4,124.16,1.08019,3.38,0.3815,10.716,0.029369046
Wi01-2831,White,14.99,7.296,0.4704,0.3193,2.576,0.0644,3.6,14.55,1.0866537,3.3488,0.5995,9.682,0.026688406
Wi01-2832,White,25.99,6.144,0.4312,0.4532,13.248,0.04416,26.1,221.16,1.0895095,3.3904,0.5886,8.272,0.021456884
Wi01-2833,White,11.99,6.624,0.4802,0.2472,1.104,0.04508,11.7,121.25,1.082588,3.2968,0.5559,8.836,0.040215115
Wi01-2834,White,13.99,6.144,0.1666,0.309,2.576,0.03128,29.7,121.25,1.0807568,3.1512,0.5341,9.776,0.034951593
Wi01-2835,White,18.99,5.376,0.4508,0.2472,4.416,0.03864,21.6,69.84,1.079972,3.4216,0.4033,11.844,0.035202141
Wi01-2836,White,10.99,7.392,0.294,0.2369,1.84,0.06256,25.2,133.86,1.0832638,3.2344,0.6758,9.212,0.042457764
Wi01-2837,White,18.99,6.336,0.7105,0.0927,5.06,0.10764,8.1,16.49,1.0862395,3.484,0.5341,10.152,0.033856571
Wi01-2838,White,11.99,7.2,0.294,0.3296,1.288,0.02944,27.9,156.17,1.0807786,3.068,0.4578,9.87,0.038865962
Wi01-2839,White,10.99,7.776,0.7105,0.2266,2.024,0.06624,9.9,39.77,1.086403,3.4944,0.5995,8.554,0.040215115
Wi01-2840,White,12.99,6.624,0.392,0.3811,8.188,0.04876,32.4,143.56,1.08564,3.2864,0.545,8.742,0.043824527
Wi01-2841,White,21.99,7.776,0.196,0.5047,10.856,0.04416,41.4,205.64,1.086512,3.2136,0.5014,9.4,0.024651296
Wi01-2842,White,17.99,5.952,0.2156,0.2781,1.38,0.05888,18,128.04,1.083242,3.3488,0.5014,8.648,0.027627015
Wi01-2843,White,17.99,6.336,0.1862,0.2884,1.012,0.04048,34.2,97,1.079536,3.3488,0.7521,10.528,0.026771742
Wi01-2844,White,24.99,9.024,0.3871,0.4738,4.232,0.08648,2.7,9.7,1.0860651,3.4008,0.6976,11.468,0.022513257
Wi01-2845,White,13.99,8.448,0.6468,0.2678,1.564,0.06808,3.6,22.31,1.086839,3.276,0.8066,8.648,0.042291426
Wi01-2846,White,14.99,6.528,0.4998,0.309,3.864,0.06072,34.2,160.05,1.084005,3.328,0.4578,8.554,0.048548831
Wi01-2847,White,17.99,6.72,0.539,0.0515,7.36,0.03312,17.1,159.08,1.0820321,3.3904,0.5014,11.468,0.027024106
Wi01-2848,White,12.99,7.392,0.147,0.2987,1.196,0.02668,9,62.08,1.082588,3.484,0.4251,9.494,0.038003897
Wi01-2849,White,14.99,5.472,0.3234,0.3296,1.288,0.03956,25.2,90.21,1.078773,3.4424,0.545,11.562,0.0331549
Wi01-2850,White,29.99,7.008,0.4018,0.2987,1.656,0.02944,23.4,71.78,1.0778901,3.0784,0.3815,12.22,0.018126659
Wi01-2851,White,17.99,6.816,0.2548,0.3296,5.428,0.03404,35.1,94.09,1.082806,3.4424,0.436,10.904,0.030252277
Wi01-2852,White,9.99,7.968,0.8281,0.0103,2.024,0.0644,4.5,13.58,1.086403,3.4528,0.6322,10.34,0.066080354
Wi01-2853,White,16.99,5.28,0.1568,0.3193,1.104,0.02392,27.9,65.96,1.078882,3.4632,0.4796,10.93533333,0.031386961
Wi01-2854,White,25.99,4.224,0.5292,0.0927,4.692,0.03496,46.8,94.09,1.0793398,3.5464,0.436,11.468,0.020641772
Wi01-2855,White,16.99,7.872,0.343,0.3399,2.208,0.06992,9.9,45.59,1.0856291,3.4008,0.8829,10.34,0.028801542
Wi01-2856,White,10.99,6.144,0.2156,0.3296,7.268,0.02668,30.6,120.28,1.084332,3.536,0.4251,9.588,0.042457764
Wi01-2857,White,17.99,5.472,0.245,0.2266,9.016,0.04508,45,121.25,1.0853239,3.328,0.4905,9.494,0.030152186
Wi01-2858,White,17.99,6.72,0.2156,0.2987,8.188,0.046,21.6,87.3,1.0851604,3.4216,0.5014,9.212,0.034095417
Wi01-2859,White,8.99,6.624,0.4214,0.2884,8.648,0.05152,26.1,177.51,1.0855746,3.2968,0.4687,8.836,0.049166625
Wi01-2860,White,18.99,6.24,0.2352,0.2884,1.012,0.03128,23.4,80.51,1.0783152,3.38,0.3597,11.562,0.026035503
Wi01-2861,White,13.99,6.432,0.2548,0.5253,7.36,0.05704,45,188.18,1.0850405,3.2552,0.545,9.024,0.049796288
Wi01-2862,White,19.99,7.2,0.3038,0.4223,2.208,0.0598,30.6,58.2,1.0844628,3.4736,0.9265,10.716,0.032474817
Wi01-2863,White,21.99,5.376,0.196,0.6798,9.384,0.03956,70.2,169.75,1.084005,3.0992,0.4687,9.776,0.019872239
Wi01-2864,White,22.99,7.008,0.1862,0.5047,14.306,0.05336,45,129.98,1.089782,3.5568,0.3924,8.554,0.022773148
Wi01-2865,White,14.99,6.432,0.294,0.7622,4.6,0.03496,31.5,152.29,1.084005,3.3384,0.5014,9.306,0.044354123
Wi01-2866,White,14.99,6.24,0.2156,0.2575,15.732,0.046,39.6,133.86,1.090109,3.432,0.4033,8.272,0.044532791
Wi01-2867,White,28.99,6.528,0.2156,0.3193,6.348,0.03404,29.7,117.37,1.0810184,3.1408,0.4251,11.186,0.016683249
Wi01-2868,White,8.99,7.296,0.2058,0.3605,1.104,0.03772,6.3,102.82,1.080626,3.1824,0.4905,10.622,0.069792968
Wi01-2869,White,23.99,6.624,0.1862,0.3605,6.348,0.0414,45.9,121.25,1.082697,3.224,0.4796,10.058,0.023238912
Wi01-2870,White,20.99,7.2,0.2548,0.309,4.232,0.02484,26.1,89.24,1.0800265,3.276,0.4142,11.28,0.024142661
Wi01-2871,White,13.99,6.912,0.3038,0.515,12.236,0.05152,61.2,189.15,1.088038,3.1304,0.5123,8.648,0.040061768
Wi01-2872,White,8.99,8.16,0.4508,0.6077,1.288,0.38088,14.4,43.65,1.0867518,3.1512,1.4606,8.648,0.048548831
Wi01-2873,White,14.99,6.912,0.4802,0.1854,2.484,0.06348,11.7,32.98,1.086403,3.4216,0.5232,8.648,0.031923939
Wi01-2874,White,16.99,6.336,0.1862,1.0197,1.104,0.11224,40.5,125.13,1.083024,3.2136,0.3379,8.178,0.028523938
Wi01-2875,White,23.99,6.816,0.196,0.3708,10.672,0.03864,40.5,120.28,1.08673,3.0368,0.6431,8.93,0.019979512
Wi01-2876,White,18.99,6.144,0.1666,0.309,2.576,0.03128,29.7,121.25,1.0807568,3.1512,0.5341,9.776,0.035970164
Wi01-2877,White,22.99,7.296,0.3822,0.3296,3.312,0.0322,19.8,90.21,1.0806696,3.2032,0.654,11.75,0.021278201
Wi01-2878,White,13.99,6.624,0.2548,0.3399,11.592,0.04692,53.1,167.81,1.08782,3.5256,0.4142,9.306,0.039757695
Wi01-2879,White,15.99,7.584,0.5684,0.2369,2.116,0.06992,20.7,91.18,1.0865774,3.3384,0.6322,8.93,0.034580755
Wi01-2880,White,19.99,5.952,0.2646,0.3296,5.796,0.04416,42.3,154.23,1.0821738,3.3384,0.654,10.34,0.032699168
Wi01-2881,White,14.99,6.432,0.1568,0.3296,11.5,0.0322,16.2,151.32,1.0863594,2.9952,0.3924,8.46,0.033502981
Wi01-2882,White,11.99,5.952,0.3234,0.1442,4.416,0.04784,24.3,124.16,1.0842775,3.3384,0.5232,8.836,0.051535766
Wi01-2883,White,8.99,8.256,0.3038,0.309,0.828,0.0414,14.4,105.73,1.0818141,3.068,0.4251,9.494,0.044712539
Wi01-2884,White,25.99,7.392,0.5684,0.0103,1.656,0.08096,10.8,17.46,1.0852912,3.4528,0.6104,9.87,0.022577811
Wi01-2885,White,15.99,6.048,0.392,0.2472,4.692,0.03312,38.7,127.07,1.0811274,3.3696,0.4796,10.622,0.033386346
Wi01-2886,White,15.99,7.104,0.2156,0.2678,8.096,0.02484,20.7,108.64,1.082479,3.0992,0.4469,10.716,0.035202141
Wi01-2887,White,17.99,6.336,0.6272,0.2884,4.048,0.02944,17.1,75.66,1.0794924,3.2344,0.6758,12.126,0.027452713
Wi01-2888,White,33.99,6.816,0.245,0.4017,1.932,0.03312,27,120.28,1.079972,3.4112,0.4687,11.468,0.019400044
Wi01-2889,White,14.99,5.376,0.2548,0.515,10.488,0.02668,22.5,90.21,1.0837652,3.3592,0.5341,9.87,0.029953491
Wi01-2890,White,14.99,9.696,0.637,0.3811,4.692,0.1012,9.9,63.05,1.092834,3.4528,0.6976,9.776,0.032142596
Wi01-2891,White,14.99,6.144,0.2548,0.2163,6.532,0.0368,31.5,157.14,1.085204,3.5256,0.6322,9.306,0.031815447
Wi01-2892,White,26.99,6.912,0.3724,0.3914,2.576,0.06256,20.7,40.74,1.0829804,3.4736,0.7848,12.126,0.025876021
Wi01-2893,White,7.99,7.104,0.441,0.3296,6.532,0.04048,15.3,113.49,1.085858,3.4528,0.4469,9.776,0.084406964
